Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Sales_Anomaly
14216,Metal Gear Solid: The Essential Collection (JP sales),PS2,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,metal gear solid the essential collection jp sales,Normal
14217,Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,overlord ii,Normal
14218,Young Justice: Legacy,WII,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,young justice legacy,Normal
14219,3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,3d baseball,Normal
14220,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,pachitte chonmage tatsujin 12 pachinko ultraman,Normal
14221,First Queen: Ornic Senki,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03,first queen ornic senki,Normal
14222,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,call of juarez bound in blood,Normal
14223,Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,dream c club zero,Normal
14224,Shining Stars,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,shining stars,Normal
14225,Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,tail concerto,Normal
14226,The Sum of All Fears,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,the sum of all fears,Normal
14227,James Pond: Codename Robocod,GBA,2005.0,Platform,Play It,0.02,0.01,0.0,0.0,0.03,james pond codename robocod,Normal
14228,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,yumis odd odyssey,Normal
14229,Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03,night head the labyrinth,Normal
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,jojos bizarre adventure eyes of heaven,Normal
14231,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03,anglers club ultimate bass fishing 3d,Normal
14232,Utawarerumono Portable,PSP,2009.0,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03,utawarerumono portable,Normal
14233,Gaia Saver Hero Saidai no Sakusen,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03,gaia saver hero saidai no sakusen,Normal
14234,EverBlue 2,PS2,2002.0,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03,everblue 2,Normal
14235,Emma at the Farm,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03,emma at the farm,Normal
14236,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.03,nascar heat evolution,Normal
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,higurashi no naku koro ni kizuna daisankan rasen,Normal
14238,The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03,the sims 2 glamour life stuff,Normal
14239,Safari Adventures: Africa,WII,2007.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,safari adventures africa,Normal
14240,Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,summer athletics the ultimate challenge,Normal
14241,Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,prince of persia the forgotten sands,Normal
14242,Yumeiro Patissiere: My Sweets Cooking,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,yumeiro patissiere my sweets cooking,Normal
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03,daito giken koushiki pachislot simulator yoshimune portable,Normal
14244,Clannad,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,clannad,Normal
14245,Maximum Racing: GP Classic Racing,WII,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,maximum racing gp classic racing,Normal
14246,Trials Fusion,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,trials fusion,Normal
14247,Rugby League Live 3,PS3,2015.0,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03,rugby league live 3,Normal
14248,PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,powerslave,Normal
14249,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03,legend of the dragon,Normal
14250,Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,project gotham racing 2 jp weekly sales,Normal
14251,Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,ukiyo no shishi,Normal
14252,The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,the binding of isaac,Normal
14253,CT Special Forces,GBA,2002.0,Action,LSP Games,0.02,0.01,0.0,0.0,0.03,ct special forces,Normal
14254,FIFA World Cup: Germany 2006,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,fifa world cup germany 2006,Normal
14255,Jewel Master: Cradle of Rome,WII,2008.0,Puzzle,Rondomedia,0.03,0.0,0.0,0.0,0.03,jewel master cradle of rome,Normal
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03,midnight mysteries the edgar allan poe conspiracy,Normal
14257,Beastly,WII,2011.0,Misc,Unknown,0.03,0.0,0.0,0.0,0.03,beastly,Normal
14258,Crash Time: Autobahn Pusuit,X360,2008.0,Racing,RTL,0.03,0.0,0.0,0.0,0.03,crash time autobahn pusuit,Normal
14259,Earthworm Jim 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,earthworm jim 2,Normal
14260,Garfield: A Tale of Two Kitties,DS,2006.0,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03,garfield a tale of two kitties,Normal
14261,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013.0,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,tamagotchi no doki doki dream omisecchi,Normal
14262,Toushin Toshi,3DS,2014.0,Role-Playing,imageepoch Inc.,0.0,0.0,0.03,0.0,0.03,toushin toshi,Normal
14263,Suujin Taisen,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.03,0.0,0.03,suujin taisen,Normal
14264,SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03,sbk 2011 fim superbike world championship,Normal
14265,Driv3r,GBA,2005.0,Racing,Atari,0.02,0.01,0.0,0.0,0.03,driv3r,Normal
14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,street supremacy,Normal
14267,Combat Mission: Shock Force,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,combat mission shock force,Normal
14268,Rome: Total War - Gold Edition,PC,2006.0,Strategy,Sega,0.0,0.03,0.0,0.01,0.03,rome total war gold edition,Normal
14269,House M.D.,DS,2010.0,Adventure,Mindscape,0.02,0.01,0.0,0.0,0.03,house md,Normal
14270,Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03,mystery case files ravenhearst,Normal
14271,YoKai Watch Dance: Just Dance Special Version,WIIU,2015.0,Misc,Level 5,0.0,0.0,0.03,0.0,0.03,yokai watch dance just dance special version,Normal
14272,River King: Mystic Valley (jp sales),DS,2007.0,Sports,Rising Star Games,0.0,0.0,0.03,0.0,0.03,river king mystic valley jp sales,Normal
14273,Winning Post World,PS2,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,winning post world,Normal
14274,Jig-A-Pix: Wild World,DS,2009.0,Puzzle,Zushi Games,0.03,0.01,0.0,0.0,0.03,jigapix wild world,Normal
14275,Best Friends Tonight,DS,2010.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03,best friends tonight,Normal
14276,Beyond the Labyrinth,3DS,,Role-Playing,Unknown,0.0,0.0,0.03,0.0,0.03,beyond the labyrinth,Normal
14277,Living Legends: Frozen Beauty,PC,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,living legends frozen beauty,Normal
14278,Super Hero Generation,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,super hero generation,Normal
14279,.hack: Sekai no Mukou ni + Versus,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,hack sekai no mukou ni versus,Normal
14280,Sea Park Tycoon,DS,2010.0,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0,0.03,sea park tycoon,Normal
14281,Disney Sports Soccer,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03,disney sports soccer,Normal
14282,Cooking Mama 5: Bon Appetit!,3DS,2013.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,cooking mama 5 bon appetit,Normal
14283,Mame Goma: Honobo no Nikki,DS,2007.0,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03,mame goma honobo no nikki,Normal
14284,Guitar Hero: World Tour,PC,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,guitar hero world tour,Normal
14285,Nancy Drew: Alibi In Ashes,PC,2011.0,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03,nancy drew alibi in ashes,Normal
14286,The Walking Dead: Season One,PC,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03,the walking dead season one,Normal
14287,Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,ultimate block party,Normal
14288,Disney's Hide & Sneak,GC,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03,disneys hide sneak,Normal
14289,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,super robot taisen og saga masou kishin iii pride of justice,Normal
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,nobunaga no yabou kakushin with powerup kit,Normal
14291,Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03,raw danger,Normal
14292,Arthur and the Invisibles,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,arthur and the invisibles,Normal
14293,Flipper Critters,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,flipper critters,Normal
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,medarot 9 kabuto ver kuwagata ver,Normal
14295,Monster Rancher Hop-A-Bout,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03,monster rancher hopabout,Normal
14296,Foto Showdown,DS,2010.0,Role-Playing,Unknown,0.03,0.0,0.0,0.0,0.03,foto showdown,Normal
14297,Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,custom beat battle draglade 2,Normal
14298,Gotouchi Kenkei DS,DS,2006.0,Misc,Spike,0.0,0.0,0.03,0.0,0.03,gotouchi kenkei ds,Normal
14299,Bikkuriman Daijiten,DS,,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,bikkuriman daijiten,Normal
14300,Accel World: Ginyoku no Kakusei,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,accel world ginyoku no kakusei,Normal
14301,Elf Bowling 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,elf bowling 1 2,Normal
14302,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,men of war,Normal
14303,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,toy shop,Normal
14304,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03,metroid prime federation force,Normal
14305,GunGriffon: Allied Strike,XB,2004.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,gungriffon allied strike,Normal
14306,Stacked with Daniel Negreanu,PSP,2006.0,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03,stacked with daniel negreanu,Normal
14307,Vitamin X Evolution,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,vitamin x evolution,Normal
14308,Saru! Get You! SaruSaru Daisakusen,PSP,2007.0,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,saru get you sarusaru daisakusen,Normal
14309,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03,sonic boom fire ice,Normal
14310,The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03,the flintstones big trouble in bedrock,Normal
14311,Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,hallowed legends samhain,Normal
14312,Captain Morgane and the Golden Turtle,DS,2012.0,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03,captain morgane and the golden turtle,Normal
14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010.0,Misc,Kamui,0.0,0.0,0.03,0.0,0.03,sekai no hate made itte q chinjuu hunter mono no daibouken,Normal
14314,Silverlicious,DS,2012.0,Action,Unknown,0.03,0.0,0.0,0.0,0.03,silverlicious,Normal
14315,Majesty 2: The Fantasy Kingdom Sim,X360,,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03,majesty 2 the fantasy kingdom sim,Normal
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,gakusen toshi asterisk festa houka kenran,Normal
14317,BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,beatmania iidx 14 gold,Normal
14318,PopCap Arcade Vol 2,X360,2009.0,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03,popcap arcade vol 2,Normal
14319,Toriko: Ultimate Survival,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,toriko ultimate survival,Normal
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0,0.03,big ichigeki pachislot taikouryku universal museum,Normal
14321,Vegas Casino,DS,2007.0,Misc,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,vegas casino,Normal
14322,Monster High: New Ghoul in School,WII,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,monster high new ghoul in school,Normal
14323,Madou Monogatari,SAT,1998.0,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03,madou monogatari,Normal
14324,Biker Mice From Mars,DS,2007.0,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03,biker mice from mars,Normal
14325,Smart Girl's Winter Wonderland,DS,2008.0,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03,smart girls winter wonderland,Normal
14326,Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,tork prehistoric punk,Normal
14327,Togainu no Chi: True Blood,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03,togainu no chi true blood,Normal
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,onna no ko to misshitsu ni itara shichau kamoshirenai,Normal
14329,Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,chicken shoot 2,Normal
14330,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,neverwinter nights,Normal
14331,East India Company Collection,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,east india company collection,Normal
14332,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.0,0.03,battle vs chess,Normal
14333,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,the inner world,Normal
14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,pachinko kamen rider shocker zenmetsu daisakusen,Normal
14335,Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03,underground pool,Normal
14336,Accel World: Ginyoku no Kakusei,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,accel world ginyoku no kakusei,Normal
14337,Classic Dungeon: Fuyoku no Masoujin,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,classic dungeon fuyoku no masoujin,Normal
14338,Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,alter ego,Normal
14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,dragons dogma online,Normal
14340,Rampo,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,rampo,Normal
14341,River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03,river city super sports challenge,Normal
14342,My Pet Shop (JP sales),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03,my pet shop jp sales,Normal
14343,Exstetra,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,exstetra,Normal
14344,Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,konami classics series arcade hits,Normal
14345,Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03,dodge racing charger vs challenger,Normal
14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,gokujou mecha mote iinchou mm my best friend,Normal
14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,atelier sophie the alchemist of the mysterious book,Normal
14348,SingStar Chartbreaker,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,singstar chartbreaker,Normal
14349,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,hiiro no kakera 2 hisui no shizuku,Normal
14350,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,pro yakyuu spirits 5 kanzenban,Normal
14351,Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,sorcery saga the curse of the great curry god,Normal
14352,SingStar Fussballhits,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,singstar fussballhits,Normal
14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015.0,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,a good librarian like a good shepherd library party,Normal
14354,Dance Factory,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,dance factory,Normal
14355,LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,lego legends of chima lavals journey,Normal
14356,Montessori Music,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,montessori music,Normal
14357,Totally Spies!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,totally spies,Normal
14358,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,dragonheart fire steel,Normal
14359,Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03,nishijin pachinko monogatari 2,Normal
14360,Chaos;Head - Love Chu*Chu!,X360,2010.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,chaoshead love chuchu,Normal
14361,Gal Gun: Double Peace,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.0,0.03,gal gun double peace,Normal
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,pripara pretty rhythm pripara de tsukaeru oshare item 1450,Normal
14363,RoadKill,GC,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,roadkill,Normal
14364,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,the legend of heroes iii song of the ocean,Normal
14365,Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,dungeon maker hunting ground,Normal
14366,Mushihimesama Futari Ver 1.5,X360,2009.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,mushihimesama futari ver 15,Normal
14367,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,f1 2002,Normal
14368,Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,pocket fighter,Normal
14369,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,lock on modern air combat,Normal
14370,Toaru Majutsu no Kagaku no Ensemble,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,toaru majutsu no kagaku no ensemble,Normal
14371,Ojyousama Express,SAT,1998.0,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03,ojyousama express,Normal
14372,Guilty Gear XX Accent Core Plus,WII,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,guilty gear xx accent core plus,Normal
14373,Starsky & Hutch,GBA,2003.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03,starsky hutch,Normal
14374,Super Meat Boy: Ultra Edition!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,super meat boy ultra edition,Normal
14375,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03,sitting ducks,Normal
14376,Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,brothers conflict brilliant blue,Normal
14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,jojos bizarre adventure eyes of heaven,Normal
14378,Hajime no Ippo: The Fighting! (2014),PS3,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,hajime no ippo the fighting 2014,Normal
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,WII,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,eyeshield 21 field saikyou no senshi tachi,Normal
14380,Fullmetal Alchemist: Brotherhood,PSP,,Action,Unknown,0.0,0.0,0.03,0.0,0.03,fullmetal alchemist brotherhood,Normal
14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,to loveru trouble waku waku rinkangakkouhen,Normal
14382,Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,medabots 9 metabee rokusho,Normal
14383,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03,doodle hex,Normal
14384,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,homeworld 2,Normal
14385,Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,hakuoki zuisouroku omokage hana,Normal
14386,Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,hearts of iron iv,Normal
14387,thinkSMART FAMILY!,WII,2010.0,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,thinksmart family,Normal
14388,Last Escort: Club Katze,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,last escort club katze,Normal
14389,Stacked with Daniel Negreanu,XB,2006.0,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03,stacked with daniel negreanu,Normal
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,shin koihime musou otome ryouran sangokushi engi weihen,Normal
14391,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03,rayman 3 hoodlum havoc,Normal
14392,Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,otometeki koi kakumei love revo,Normal
14393,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03,phantasy star online 2 episode 4 deluxe package,Normal
14394,Timmy Time,DS,2011.0,Action,Avanquest,0.0,0.03,0.0,0.0,0.03,timmy time,Normal
